"diamond-image-wrapper href","medium-up--hide","main-price","Shape","Carat","Color","Clarity","Cut","Polish","Symmetry","Fluor","L/W"
"https://www.withclarity.com/products/diamonds/5466321602","0.3 Carat Round Natural Diamond","$386","Round","0.3","H","SI1","Very Good","Very Good","Good","None","0.98"
"https://www.withclarity.com/products/diamonds/7436237684","0.5 Carat Cushion Natural Diamond","$386","Cushion","0.5","H","SI1","Excellent","Excellent","Good","None","1.10"
"https://www.withclarity.com/products/diamonds/6461312080","0.31 Carat Round Natural Diamond","$386","Round","0.31","K","VVS1","Excellent","Excellent","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/6461322742","0.3 Carat Round Natural Diamond","$387","Round","0.3","D","SI1","Good","Excellent","Very Good","None","0.99"
"https://www.withclarity.com/products/diamonds/5466322038","0.3 Carat Round Natural Diamond","$387","Round","0.3","D","SI1","Good","Excellent","Very Good","Faint","0.99"
"https://www.withclarity.com/products/diamonds/6461322358","0.3 Carat Round Natural Diamond","$387","Round","0.3","D","SI1","Good","Very Good","Very Good","Faint","0.99"
"https://www.withclarity.com/products/diamonds/7466342796","0.3 Carat Round Natural Diamond","$387","Round","0.3","I","VVS2","Excellent","Excellent","Very Good","Faint","0.98"
"https://www.withclarity.com/products/diamonds/7468733420","0.35 Carat Round Natural Diamond","$387","Round","0.35","E","SI2","Very Good","Good","Good","None","0.98"
"https://www.withclarity.com/products/diamonds/13879051340","0.32 Carat Round Natural Diamond","$387","Round","0.32","J","VS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/74528882270","0.26 Carat Round Natural Diamond","$387","Round","0.26","H","VS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7396658121","0.4 Carat CUSHION Natural Diamond","$387","CUSHION","0.4","K","VS1","Excellent","Excellent","Very Good","Faint","1.09"
"https://www.withclarity.com/products/diamonds/6411381533","0.4 Carat Oval Natural Diamond","$387","Oval","0.4","L","VVS1","Excellent","Excellent","Very Good","None","1.59"
"https://www.withclarity.com/products/diamonds/6471147745","0.33 Carat Round Natural Diamond","$387","Round","0.33","K","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6475317313","0.3 Carat Round Natural Diamond","$387","Round","0.3","J","VVS1","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/6472344562","0.3 Carat Round Natural Diamond","$387","Round","0.3","J","VVS1","Excellent","Excellent","Very Good","Faint","1.01"
"https://www.withclarity.com/products/diamonds/1468908972","0.3 Carat Round Natural Diamond","$387","Round","0.3","J","VVS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2464827792","0.3 Carat Round Natural Diamond","$387","Round","0.3","J","VVS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/1465872287","0.3 Carat Round Natural Diamond","$387","Round","0.3","J","VVS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/1467922195","0.3 Carat Round Natural Diamond","$387","Round","0.3","J","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1478342336","0.3 Carat Round Natural Diamond","$387","Round","0.3","I","VS1","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/5463382199","0.3 Carat Round Natural Diamond","$387","Round","0.3","I","VS1","Excellent","Very Good","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2476073631","0.3 Carat Round Natural Diamond","$387","Round","0.3","F","SI1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1475307637","0.26 Carat Round Natural Diamond","$387","Round","0.26","H","VS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/5473146685","0.25 Carat Round Natural Diamond","$387","Round","0.25","F","VS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1479101454","0.25 Carat Round Natural Diamond","$387","Round","0.25","E","VS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6462848349","0.25 Carat Round Natural Diamond","$387","Round","0.25","E","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6472023752","0.25 Carat Round Natural Diamond","$387","Round","0.25","E","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6471144489","0.25 Carat Round Natural Diamond","$387","Round","0.25","F","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6465848227","0.25 Carat Round Natural Diamond","$387","Round","0.25","F","VS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7461802240","0.26 Carat Round Natural Diamond","$387","Round","0.26","H","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7466924123","0.26 Carat Round Natural Diamond","$387","Round","0.26","H","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1475040225","0.26 Carat Round Natural Diamond","$387","Round","0.26","H","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7476115338","0.32 Carat Round Natural Diamond","$387","Round","0.32","K","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6401853254","0.41 Carat Round Natural Diamond","$387","Round","0.41","I","SI2","Excellent","Excellent","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/63913957370","0.34 Carat Round Natural Diamond","$388","Round","0.34","K","IF","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2477095583","0.3 Carat Round Natural Diamond","$388","Round","0.3","J","IF","Excellent","Excellent","Very Good","None","1.00"
"https://www.withclarity.com/products/diamonds/6461801265","0.3 Carat Round Natural Diamond","$388","Round","0.3","I","VVS2","Excellent","Very Good","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/7472307346","0.3 Carat Round Natural Diamond","$388","Round","0.3","I","VVS2","Excellent","Excellent","Excellent","Strong","1.00"
"https://www.withclarity.com/products/diamonds/5476074304","0.3 Carat Round Natural Diamond","$388","Round","0.3","I","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6465341893","0.35 Carat Round Natural Diamond","$388","Round","0.35","I","VVS2","Very Good","Excellent","Very Good","Faint","0.99"
"https://www.withclarity.com/products/diamonds/6461343024","0.3 Carat Round Natural Diamond","$388","Round","0.3","J","VVS1","Very Good","Excellent","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/2467733444","0.3 Carat Round Natural Diamond","$388","Round","0.3","E","SI2","Very Good","Very Good","Very Good","None","0.99"
"https://www.withclarity.com/products/diamonds/1469317869","0.3 Carat Round Natural Diamond","$388","Round","0.3","D","SI1","Good","Excellent","Good","None","0.98"
"https://www.withclarity.com/products/diamonds/1478282267","0.33 Carat Round Natural Diamond","$388","Round","0.33","L","VVS1","Excellent","Excellent","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/6471143736","0.3 Carat Round Natural Diamond","$388","Round","0.3","K","VVS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2474360792","0.3 Carat Round Natural Diamond","$388","Round","0.3","H","SI1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1478071876","0.3 Carat Round Natural Diamond","$388","Round","0.3","H","SI1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6475289750","0.36 Carat Round Natural Diamond","$388","Round","0.36","L","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2466850947","0.25 Carat Round Natural Diamond","$388","Round","0.25","H","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1473019564","0.25 Carat Round Natural Diamond","$388","Round","0.25","H","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6462835712","0.25 Carat Round Natural Diamond","$388","Round","0.25","H","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1465902343","0.25 Carat Round Natural Diamond","$388","Round","0.25","H","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2467906613","0.25 Carat Round Natural Diamond","$388","Round","0.25","H","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6471177947","0.25 Carat Round Natural Diamond","$388","Round","0.25","G","VVS2","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/1479280095","0.27 Carat Round Natural Diamond","$388","Round","0.27","G","VS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6472249567","0.25 Carat Round Natural Diamond","$388","Round","0.25","G","VS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/7471281379","0.25 Carat Round Natural Diamond","$388","Round","0.25","G","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6471083686","0.33 Carat Round Natural Diamond","$388","Round","0.33","K","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7413636707","0.51 Carat CUSHION Natural Diamond","$388","CUSHION","0.51","K","SI2","Excellent","Excellent","Very Good","Faint","1.02"
"https://www.withclarity.com/products/diamonds/1418199871","0.5 Carat CUSHION Natural Diamond","$389","CUSHION","0.5","J","SI2","Excellent","Excellent","Very Good","None","1.09"
"https://www.withclarity.com/products/diamonds/6401370604","0.5 Carat CUSHION Natural Diamond","$389","CUSHION","0.5","K","SI1","Excellent","Excellent","Very Good","None","1"
"https://www.withclarity.com/products/diamonds/7466870785","0.33 Carat Round Natural Diamond","$390","Round","0.33","J","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/5473073448","0.33 Carat Round Natural Diamond","$390","Round","0.33","I","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/7441589266","0.7 Carat Oval Natural Diamond","$390","Oval","0.7","L","SI1","Excellent","Excellent","Very Good","None","1.37"
"https://www.withclarity.com/products/diamonds/7478073793","0.31 Carat Round Natural Diamond","$390","Round","0.31","K","IF","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7478019242","0.31 Carat Round Natural Diamond","$390","Round","0.31","K","IF","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2467922214","0.3 Carat Round Natural Diamond","$390","Round","0.3","J","VVS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6471019526","0.3 Carat Round Natural Diamond","$390","Round","0.3","J","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2476019249","0.3 Carat Round Natural Diamond","$390","Round","0.3","J","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6475073473","0.34 Carat Round Natural Diamond","$390","Round","0.34","K","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/3475073925","0.3 Carat Round Natural Diamond","$390","Round","0.3","J","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6475075485","0.3 Carat Round Natural Diamond","$390","Round","0.3","J","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6471084970","0.3 Carat Round Natural Diamond","$390","Round","0.3","J","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6472068601","0.3 Carat Round Natural Diamond","$390","Round","0.3","G","SI1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6472022120","0.26 Carat Round Natural Diamond","$390","Round","0.26","G","VS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/1478289952","0.26 Carat Round Natural Diamond","$390","Round","0.26","G","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/3475252723","0.26 Carat Round Natural Diamond","$390","Round","0.26","G","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2477251297","0.27 Carat Round Natural Diamond","$390","Round","0.27","H","VS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1475019313","0.25 Carat Round Natural Diamond","$390","Round","0.25","E","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/7461905121","0.26 Carat Round Natural Diamond","$390","Round","0.26","H","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1468759207","0.26 Carat Round Natural Diamond","$390","Round","0.26","H","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6472073809","0.33 Carat Round Natural Diamond","$390","Round","0.33","K","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/7476075342","0.37 Carat Round Natural Diamond","$390","Round","0.37","L","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/7462323978","0.3 Carat Round Natural Diamond","$390","Round","0.3","E","SI1","Very Good","Excellent","Good","None","0.98"
"https://www.withclarity.com/products/diamonds/1477261775","0.3 Carat Round Natural Diamond","$390","Round","0.3","E","SI2","Excellent","Excellent","Very Good","None","0.99"
"https://www.withclarity.com/products/diamonds/1463244645","0.3 Carat Round Natural Diamond","$390","Round","0.3","I","VVS1","Excellent","Very Good","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/6462321336","0.3 Carat Round Natural Diamond","$391","Round","0.3","H","SI1","Very Good","Excellent","Good","None","0.97"
"https://www.withclarity.com/products/diamonds/6461298516","0.3 Carat Round Natural Diamond","$391","Round","0.3","E","SI2","Excellent","Excellent","Very Good","None","0.99"
"https://www.withclarity.com/products/diamonds/6462316640","0.34 Carat Round Natural Diamond","$391","Round","0.34","F","SI2","Very Good","Very Good","Very Good","None","0.98"
"https://www.withclarity.com/products/diamonds/2476306823","0.31 Carat Round Natural Diamond","$391","Round","0.31","I","VVS1","Excellent","Excellent","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/2466342513","0.31 Carat Round Natural Diamond","$391","Round","0.31","I","VS1","Excellent","Excellent","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/1468525113","0.46 Carat Pear Natural Diamond","$391","Pear","0.46","L","VVS1","Excellent","Excellent","Very Good","Faint","1.54"
"https://www.withclarity.com/products/diamonds/2476372593","0.37 Carat Round Natural Diamond","$391","Round","0.37","K","VVS1","Excellent","Excellent","Excellent","Strong","1.00"
"https://www.withclarity.com/products/diamonds/2466701237","0.34 Carat Round Natural Diamond","$391","Round","0.34","K","IF","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2467829327","0.32 Carat Round Natural Diamond","$391","Round","0.32","J","VVS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6462690607","0.34 Carat Round Natural Diamond","$391","Round","0.34","J","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6472101668","0.4 Carat Round Natural Diamond","$391","Round","0.4","K","SI1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/23870682800","0.3 Carat Round Natural Diamond","$391","Round","0.3","I","VVS1","Excellent","Very Good","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/74116129630","0.3 Carat Round Natural Diamond","$391","Round","0.3","I","VVS2","Excellent","Excellent","Very Good","None","1.01"
"https://www.withclarity.com/products/diamonds/54433313010","0.31 Carat Round Natural Diamond","$391","Round","0.31","J","IF","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/24175695810","0.32 Carat Round Natural Diamond","$391","Round","0.32","J","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/13980887030","0.32 Carat Round Natural Diamond","$391","Round","0.32","J","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/74589381590","0.27 Carat Round Natural Diamond","$391","Round","0.27","H","VS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2466908287","0.25 Carat Round Natural Diamond","$391","Round","0.25","H","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2464904223","0.25 Carat Round Natural Diamond","$391","Round","0.25","H","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6465859849","0.25 Carat Round Natural Diamond","$391","Round","0.25","H","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2477280437","0.25 Carat Round Natural Diamond","$391","Round","0.25","D","VS2","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/1479019127","0.25 Carat Round Natural Diamond","$391","Round","0.25","F","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2477069325","0.35 Carat Round Natural Diamond","$391","Round","0.35","K","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2467803194","0.32 Carat Round Natural Diamond","$391","Round","0.32","K","IF","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/5466820280","0.32 Carat Round Natural Diamond","$391","Round","0.32","J","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6471240580","0.31 Carat Marquise Natural Diamond","$391","Marquise","0.31","J","VVS2","Excellent","Excellent","Excellent","Faint","2.17"
"https://www.withclarity.com/products/diamonds/2474131312","0.27 Carat Round Natural Diamond","$392","Round","0.27","H","IF","Excellent","Excellent","Excellent","Faint","0.99"
"https://www.withclarity.com/products/diamonds/1463321739","0.3 Carat Round Natural Diamond","$392","Round","0.3","D","SI1","Good","Very Good","Very Good","None","0.98"
"https://www.withclarity.com/products/diamonds/5463320702","0.3 Carat Round Natural Diamond","$392","Round","0.3","D","SI2","Very Good","Excellent","Very Good","Faint","0.98"
"https://www.withclarity.com/products/diamonds/6402378976","0.4 Carat Round Natural Diamond","$392","Round","0.4","L","SI2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7478086737","0.33 Carat Round Natural Diamond","$392","Round","0.33","K","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1478070962","0.31 Carat Round Natural Diamond","$392","Round","0.31","J","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6461905638","0.31 Carat Round Natural Diamond","$392","Round","0.31","J","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/7471021896","0.3 Carat Round Natural Diamond","$392","Round","0.3","J","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/7471070715","0.3 Carat Round Natural Diamond","$392","Round","0.3","J","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/1473090370","0.3 Carat Round Natural Diamond","$392","Round","0.3","J","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6475019359","0.3 Carat Round Natural Diamond","$392","Round","0.3","J","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/1479073849","0.3 Carat Round Natural Diamond","$392","Round","0.3","J","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2476246917","0.28 Carat Round Natural Diamond","$392","Round","0.28","H","VS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2478153754","0.27 Carat Round Natural Diamond","$392","Round","0.27","G","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2477333023","0.27 Carat Round Natural Diamond","$392","Round","0.27","H","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6471317105","0.26 Carat Round Natural Diamond","$392","Round","0.26","G","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2476199758","0.27 Carat Round Natural Diamond","$392","Round","0.27","F","VS1","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/6475367299","0.31 Carat Round Natural Diamond","$392","Round","0.31","J","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/24568561770","0.25 Carat Round Natural Diamond","$392","Round","0.25","H","VS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2478067705","0.31 Carat Round Natural Diamond","$392","Round","0.31","J","VVS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/5463871525","0.31 Carat Round Natural Diamond","$392","Round","0.31","J","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7476368380","0.31 Carat Round Natural Diamond","$392","Round","0.31","J","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1455957910","0.45 Carat Round Natural Diamond","$392","Round","0.45","L","VS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6472346649","0.3 Carat Round Natural Diamond","$392","Round","0.3","I","VVS1","Excellent","Excellent","Excellent","Faint","0.99"
"https://www.withclarity.com/products/diamonds/1463228998","0.27 Carat Round Natural Diamond","$392","Round","0.27","G","VS2","Excellent","Excellent","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/6441453205","0.4 Carat CUSHION Natural Diamond","$393","CUSHION","0.4","I","VS2","Excellent","Excellent","Excellent","None","1.15"
"https://www.withclarity.com/products/diamonds/5416311457","0.55 Carat Pear Natural Diamond","$394","Pear","0.55","K","SI1","Excellent","Very Good","Very Good","None","2.49"
"https://www.withclarity.com/products/diamonds/6385542438","0.42 Carat Round Natural Diamond","$394","Round","0.42","L","SI2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6465324057","0.3 Carat Round Natural Diamond","$394","Round","0.3","F","SI1","Very Good","Excellent","Very Good","None","0.98"
"https://www.withclarity.com/products/diamonds/5476070598","0.3 Carat Round Natural Diamond","$394","Round","0.3","G","SI2","Excellent","Excellent","Very Good","None","0.99"
"https://www.withclarity.com/products/diamonds/2467629328","0.3 Carat Round Natural Diamond","$394","Round","0.3","J","VVS1","Excellent","Excellent","Very Good","None","0.99"
"https://www.withclarity.com/products/diamonds/1467047928","0.4 Carat Oval Natural Diamond","$394","Oval","0.4","I","SI2","Excellent","Very Good","Very Good","None","1.37"
"https://www.withclarity.com/products/diamonds/1478214203","0.3 Carat Oval Natural Diamond","$394","Oval","0.3","F","SI2","Very Good","Very Good","Good","None","1.33"
"https://www.withclarity.com/products/diamonds/2476152877","0.3 Carat Heart Natural Diamond","$394","Heart","0.3","I","VS2","Excellent","Excellent","Very Good","None","0.91"
"https://www.withclarity.com/products/diamonds/2195451747","0.38 Carat Round Natural Diamond","$394","Round","0.38","I","SI2","Excellent","Excellent","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/6472342394","0.33 Carat Round Natural Diamond","$394","Round","0.33","J","VVS2","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/6465751705","0.32 Carat Round Natural Diamond","$394","Round","0.32","J","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/24466740630","0.26 Carat Round Natural Diamond","$394","Round","0.26","H","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/64524817330","0.26 Carat Round Natural Diamond","$394","Round","0.26","H","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7466805234","0.4 Carat Cushion Natural Diamond","$394","Cushion","0.4","I","VVS2","Good","Excellent","Good","None","1"
"https://www.withclarity.com/products/diamonds/5473145238","0.25 Carat Round Natural Diamond","$394","Round","0.25","G","VVS1","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/7468958963","0.25 Carat Round Natural Diamond","$394","Round","0.25","H","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/3465961621","0.25 Carat Round Natural Diamond","$394","Round","0.25","H","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6462848491","0.25 Carat Round Natural Diamond","$394","Round","0.25","H","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7463923284","0.25 Carat Round Natural Diamond","$394","Round","0.25","H","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6471090033","0.25 Carat Round Natural Diamond","$394","Round","0.25","H","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1479123371","0.26 Carat Round Natural Diamond","$394","Round","0.26","E","VS1","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/1477145062","0.26 Carat Round Natural Diamond","$394","Round","0.26","D","VS2","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/3475143472","0.35 Carat Round Natural Diamond","$394","Round","0.35","L","VVS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6475372591","0.35 Carat Round Natural Diamond","$394","Round","0.35","L","VVS1","Excellent","Very Good","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6472146226","0.32 Carat Round Natural Diamond","$394","Round","0.32","K","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/1463540483","0.29 Carat Round Natural Diamond","$394","Round","0.29","H","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6472019376","0.25 Carat Round Natural Diamond","$394","Round","0.25","D","VS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6461905911","0.3 Carat Round Natural Diamond","$394","Round","0.3","J","VVS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6462953621","0.3 Carat Round Natural Diamond","$394","Round","0.3","J","VVS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2467799529","0.3 Carat Round Natural Diamond","$394","Round","0.3","J","VVS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6471370584","0.3 Carat Round Natural Diamond","$394","Round","0.3","J","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7471389869","0.3 Carat Round Natural Diamond","$394","Round","0.3","I","VS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/7466988584","0.43 Carat Round Natural Diamond","$394","Round","0.43","K","SI2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/7461908188","0.32 Carat Round Natural Diamond","$395","Round","0.32","J","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/1473071627","0.32 Carat Round Natural Diamond","$395","Round","0.32","E","SI2","Excellent","Excellent","Excellent","Faint","1.00"
